top_k,dataset_key,design,ef_search,queue_size,s_num_query,s_mem_cycle,qps,recall,data_status,source_design,config_ref,stats_ref,stats_sha256,source,yml_path,slurm_path,note
k10,sift1m,ansmet,10,NA,1000,992022,2419301.184852755,0.9021,measured_reused,ansmet,simulator/run_case/figure14_recall_gt0895/configs/final/k10/sift1m/ansmet.yaml,simulator/run_case/figure14_recall_gt0895/provenance/reused_results/k10/sift1m/ansmet/stats.yml,b62c00d67d33b2b9f4fb18a2c53b323dd37f4a0bed07541dd9b468375485ad5d,latest_recall_gt0895:reused,simulator/run_case/figure14_recall_gt0895/configs/final/k10/sift1m/ansmet.yaml,,
k10,sift1m,ndp_base,10,NA,1000,1410522,1701497.7433886179,0.9007,measured_reused,ndp_base,simulator/run_case/figure14_recall_gt0895/configs/final/k10/sift1m/ndp_base.yaml,simulator/run_case/figure14_recall_gt0895/provenance/reused_results/k10/sift1m/ndp_base/stats.yml,036a62df0ee470b73d3c950e3706bb16438b19ef39d170f957fe7a1a5ff6139e,latest_recall_gt0895:reused,simulator/run_case/figure14_recall_gt0895/configs/final/k10/sift1m/ndp_base.yaml,,
k10,sift1m,ndp_fpma,10,NA,1000,1410522,1701497.7433886179,0.9007,measured_reused,ndp_fpma,simulator/run_case/figure14_recall_gt0895/configs/final/k10/sift1m/ndp_fpma.yaml,simulator/run_case/figure14_recall_gt0895/provenance/reused_results/k10/sift1m/ndp_fpma/stats.yml,b6c15ddc0d2fc089ad8b4b2923600b82a2861c75954cce50166b28c0c57ef353,latest_recall_gt0895:reused,simulator/run_case/figure14_recall_gt0895/configs/final/k10/sift1m/ndp_fpma.yaml,,direct_ndp_fpma_measurement
k10,sift1m,ndp_et,10,15,1000,1259397,1905673.9058454165,0.8994,measured_reused,ndp_et,simulator/run_case/figure14_recall_gt0895/configs/final/k10/sift1m/ndp_et.yaml,simulator/run_case/figure14_recall_gt0895/provenance/reused_results/k10/sift1m/ndp_et/stats.yml,1a4a7e73aa7c64e0cee3c667c9dbabaee023997eb3f656a2f4e9843136f9f6e8,latest_recall_gt0895:reused,simulator/run_case/figure14_recall_gt0895/configs/final/k10/sift1m/ndp_et.yaml,,
k10,sift1m,mfnns,10,15,1000,927747,2586912.16463109,0.8994,measured_completion,mfnns,simulator/run_case/figure14_recall_gt0895/configs/final/k10/sift1m/mfnns.yaml,memory/20260722/001_figure14_final_recall_gt0895_completion/logs/formal/formal_k10_sift1m_mfnns_ef0010_q0015_npq1000_stats.yml,dff7765398f7378852393e7a0c308b6387b7a517c0ad187f99986928d17b969b,latest_recall_gt0895:completion,simulator/run_case/figure14_recall_gt0895/configs/final/k10/sift1m/mfnns.yaml,,
k10,t2i1m,cpu,35,NA,1000,79266897,30277.456174422976,0.9078,measured_completion,cpu,simulator/run_case/figure14_recall_gt0895/configs/final/k10/t2i1m/cpu.yaml,memory/20260722/001_figure14_final_recall_gt0895_completion/logs/formal/formal_k10_t2i1m_cpu_ef0035_npq1000_stats.yml,672e81c9ca37bbdce71f5a9cc132b3d1ae9b44d883c69a952d4118bb94ad60e0,latest_recall_gt0895:completion,simulator/run_case/figure14_recall_gt0895/configs/final/k10/t2i1m/cpu.yaml,,
k10,t2i1m,ansmet,35,NA,1000,5291097,453592.137887474,0.9066,measured_reused,ansmet,simulator/run_case/figure14_recall_gt0895/configs/final/k10/t2i1m/ansmet.yaml,simulator/run_case/figure14_recall_gt0895/provenance/reused_results/k10/t2i1m/ansmet/stats.yml,7ff89956f2683d11317beefc68536a8fe5601b4bf82a8d671b16fd76f15859fe,latest_recall_gt0895:reused,simulator/run_case/figure14_recall_gt0895/configs/final/k10/t2i1m/ansmet.yaml,,
k10,t2i1m,ndp_base,35,NA,1000,7148006,335757.9722233026,0.8986,measured_reused,ndp_base,simulator/run_case/figure14_recall_gt0895/configs/final/k10/t2i1m/ndp_base.yaml,simulator/run_case/figure14_recall_gt0895/provenance/reused_results/k10/t2i1m/ndp_base/stats.yml,26cb3ed646d5ec3ceba3d53a0a81cae100f5f4e80240603c59c3eab349835046,latest_recall_gt0895:reused,simulator/run_case/figure14_recall_gt0895/configs/final/k10/t2i1m/ndp_base.yaml,,
k10,t2i1m,ndp_fpma,35,NA,1000,7148006,335757.9722233026,0.8986,measured_reused,ndp_fpma,simulator/run_case/figure14_recall_gt0895/configs/final/k10/t2i1m/ndp_fpma.yaml,simulator/run_case/figure14_recall_gt0895/provenance/reused_results/k10/t2i1m/ndp_fpma/stats.yml,a7e1f27030e600d7b0bc169419e28b3d23352bd875b8aaff648ea24c6f7eb427,latest_recall_gt0895:reused,simulator/run_case/figure14_recall_gt0895/configs/final/k10/t2i1m/ndp_fpma.yaml,,direct_ndp_fpma_measurement
k10,t2i1m,ndp_et,35,140,1000,4110297,583899.4116483553,0.908,measured_reused,ndp_et,simulator/run_case/figure14_recall_gt0895/configs/final/k10/t2i1m/ndp_et.yaml,simulator/run_case/figure14_recall_gt0895/provenance/reused_results/k10/t2i1m/ndp_et/stats.yml,df82da8311bf4d7b6a6fd9022281a80aa07097237017decc741bf2bf7ab75e3f,latest_recall_gt0895:reused,simulator/run_case/figure14_recall_gt0895/configs/final/k10/t2i1m/ndp_et.yaml,,
k10,t2i1m,mfnns,35,140,1000,3783522,634329.6008322404,0.908,measured_completion,mfnns,simulator/run_case/figure14_recall_gt0895/configs/final/k10/t2i1m/mfnns.yaml,memory/20260722/001_figure14_final_recall_gt0895_completion/logs/formal/formal_k10_t2i1m_mfnns_ef0035_q0140_npq1000_stats.yml,ae1b11b371cc2a59f9629f370cb8865126ac6497c530734a87e8501867cc3cf6,latest_recall_gt0895:completion,simulator/run_case/figure14_recall_gt0895/configs/final/k10/t2i1m/mfnns.yaml,,
k10,w2v1m,cpu,25,NA,1000,88541622,27105.89602706849,0.9184,measured_completion,cpu,simulator/run_case/figure14_recall_gt0895/configs/final/k10/w2v1m/cpu.yaml,memory/20260722/001_figure14_final_recall_gt0895_completion/logs/formal/formal_k10_w2v1m_cpu_ef0025_npq1000_stats.yml,5e4b4f313c8c9a1953aec863afd332462449c356745b67292a4247d257e2ad0d,latest_recall_gt0895:completion,simulator/run_case/figure14_recall_gt0895/configs/final/k10/w2v1m/cpu.yaml,,
k10,w2v1m,ansmet,25,NA,1000,5377347,446316.7431820933,0.9181,measured_reused,ansmet,simulator/run_case/figure14_recall_gt0895/configs/final/k10/w2v1m/ansmet.yaml,simulator/run_case/figure14_recall_gt0895/provenance/reused_results/k10/w2v1m/ansmet/stats.yml,7f771e43c2012b0a48ff06814b32fcf6ff9d4fbfc7374eedde57cf8ebfd4e263,latest_recall_gt0895:reused,simulator/run_case/figure14_recall_gt0895/configs/final/k10/w2v1m/ansmet.yaml,,
k10,w2v1m,ndp_base,25,NA,1000,7863222,305218.39520746074,0.9145,measured_reused,ndp_base,simulator/run_case/figure14_recall_gt0895/configs/final/k10/w2v1m/ndp_base.yaml,simulator/run_case/figure14_recall_gt0895/provenance/reused_results/k10/w2v1m/ndp_base/stats.yml,3cec59e186d7071088e1b9e669140bb2d000a07222589fd11260de44aab2c148,latest_recall_gt0895:reused,simulator/run_case/figure14_recall_gt0895/configs/final/k10/w2v1m/ndp_base.yaml,,
k10,w2v1m,ndp_fpma,25,NA,1000,7863222,305218.39520746074,0.9145,measured_reused,ndp_fpma,simulator/run_case/figure14_recall_gt0895/configs/final/k10/w2v1m/ndp_fpma.yaml,simulator/run_case/figure14_recall_gt0895/provenance/reused_results/k10/w2v1m/ndp_fpma/stats.yml,52742d430b7c6cfab360ff3d157ba465337a99a8e1e28180de7a7f388d412d3d,latest_recall_gt0895:reused,simulator/run_case/figure14_recall_gt0895/configs/final/k10/w2v1m/ndp_fpma.yaml,,direct_ndp_fpma_measurement
k10,w2v1m,ndp_et,25,33,1000,3395772,706761.2313194172,0.9067,measured_reused,ndp_et,simulator/run_case/figure14_recall_gt0895/configs/final/k10/w2v1m/ndp_et.yaml,simulator/run_case/figure14_recall_gt0895/provenance/reused_results/k10/w2v1m/ndp_et/stats.yml,c4afaa885ef9fab5c04df4b2a499473d082163747b1d552c7a296c9e5d806080,latest_recall_gt0895:reused,simulator/run_case/figure14_recall_gt0895/configs/final/k10/w2v1m/ndp_et.yaml,,
k10,w2v1m,mfnns,25,33,1000,2995722,801142.4291039022,0.9067,measured_completion,mfnns,simulator/run_case/figure14_recall_gt0895/configs/final/k10/w2v1m/mfnns.yaml,memory/20260722/001_figure14_final_recall_gt0895_completion/logs/formal/formal_k10_w2v1m_mfnns_ef0025_q0033_npq1000_stats.yml,9139cdb5c12196261e708ab306a610f851699da8e315d933adf09d0241bb0c23,latest_recall_gt0895:completion,simulator/run_case/figure14_recall_gt0895/configs/final/k10/w2v1m/mfnns.yaml,,
k10,wiki1m,cpu,21,NA,1000,146506947,16381.4757535013,0.9036,measured_completion,cpu,simulator/run_case/figure14_recall_gt0895/configs/final/k10/wiki1m/cpu.yaml,memory/20260722/001_figure14_final_recall_gt0895_completion/logs/formal/formal_k10_wiki1m_cpu_ef0021_npq1000_stats.yml,fc813010041f627f8c01fbaec7463276aa8005d58e3fdc064d7451c803bd775a,latest_recall_gt0895:completion,simulator/run_case/figure14_recall_gt0895/configs/final/k10/wiki1m/cpu.yaml,,
k10,wiki1m,ansmet,21,NA,1000,8610597,278726.3182796733,0.9034,measured_completion,ansmet,simulator/run_case/figure14_recall_gt0895/configs/final/k10/wiki1m/ansmet.yaml,memory/20260722/001_figure14_final_recall_gt0895_completion/logs/formal/formal_k10_wiki1m_ansmet_ef0021_npq1000_stats.yml,2e3498f6c4d5afeaca1349a9a5d9b567f49de734be32da9182d7755b95f5d8b5,latest_recall_gt0895:completion,simulator/run_case/figure14_recall_gt0895/configs/final/k10/wiki1m/ansmet.yaml,,
k10,wiki1m,ndp_base,21,NA,1000,12960522,185177.72663786227,0.9045,measured_completion,ndp_base,simulator/run_case/figure14_recall_gt0895/configs/final/k10/wiki1m/ndp_base.yaml,memory/20260722/001_figure14_final_recall_gt0895_completion/logs/formal/formal_k10_wiki1m_ndp_base_ef0021_npq1000_stats.yml,cd4a0b78351719009c0bf8183c67ec5c167fc5f9205d8ef4020fac725c687a78,latest_recall_gt0895:completion,simulator/run_case/figure14_recall_gt0895/configs/final/k10/wiki1m/ndp_base.yaml,,
k10,wiki1m,ndp_fpma,21,NA,1000,12960522,185177.72663786227,0.9045,derived_copy_from_ndp_base,ndp_base,simulator/run_case/figure14_recall_gt0895/configs/final/k10/wiki1m/ndp_fpma.yaml,memory/20260722/001_figure14_final_recall_gt0895_completion/logs/formal/formal_k10_wiki1m_ndp_base_ef0021_npq1000_stats.yml,cd4a0b78351719009c0bf8183c67ec5c167fc5f9205d8ef4020fac725c687a78,latest_recall_gt0895:cancelled_fpma_fallback,simulator/run_case/figure14_recall_gt0895/configs/final/k10/wiki1m/ndp_fpma.yaml,,direct_ndp_fpma_cancelled;copied_from=latest_ndp_base
k10,wiki1m,ndp_et,20,70,1000,8359722,287090.88651512575,0.9041,measured_reused,ndp_et,simulator/run_case/figure14_recall_gt0895/configs/final/k10/wiki1m/ndp_et.yaml,simulator/run_case/figure14_recall_gt0895/provenance/reused_results/k10/wiki1m/ndp_et/stats.yml,15d78a37be6e54498fa11bc8bf6f814529d7c9aa663996482deb70cdc1901a27,latest_recall_gt0895:reused,simulator/run_case/figure14_recall_gt0895/configs/final/k10/wiki1m/ndp_et.yaml,,
k10,wiki1m,mfnns,20,70,1000,7164072,335005.00832487445,0.9041,measured_completion,mfnns,simulator/run_case/figure14_recall_gt0895/configs/final/k10/wiki1m/mfnns.yaml,memory/20260722/001_figure14_final_recall_gt0895_completion/logs/formal/formal_k10_wiki1m_mfnns_ef0020_q0070_npq1000_stats.yml,b5141398f5e5a3e8ec801add9313d14ed443bcb82da737ef6eb24505b0d691d7,latest_recall_gt0895:completion,simulator/run_case/figure14_recall_gt0895/configs/final/k10/wiki1m/mfnns.yaml,,
k10,pubmed,cpu,320,NA,1000,3424674072,700.796615836323,0.9378,measured_completion,cpu,simulator/run_case/figure14_recall_gt0895/configs/final/k10/pubmed/cpu.yaml,memory/20260722/001_figure14_final_recall_gt0895_completion/logs/formal/formal_k10_pubmed_cpu_ef0320_npq1000_stats.yml,aea50de9ea803062b7cc7c3c8d9280cbb6df3959887ce4b9e57011bc81ce86e6,latest_recall_gt0895:completion,simulator/run_case/figure14_recall_gt0895/configs/final/k10/pubmed/cpu.yaml,,
k10,pubmed,ansmet,320,NA,1000,225867597,10625.694131770482,0.9342,measured_completion,ansmet,simulator/run_case/figure14_recall_gt0895/configs/final/k10/pubmed/ansmet.yaml,memory/20260722/001_figure14_final_recall_gt0895_completion/logs/formal/formal_k10_pubmed_ansmet_ef0320_npq1000_stats.yml,491f5e3f0f32a5f5c72e245222c5ba8a2ed50d79064fa7e461679801044fa24b,latest_recall_gt0895:completion,simulator/run_case/figure14_recall_gt0895/configs/final/k10/pubmed/ansmet.yaml,,
k10,pubmed,ndp_base,320,NA,1000,263940372,9092.962860566098,0.9022,measured_completion,ndp_base,simulator/run_case/figure14_recall_gt0895/configs/final/k10/pubmed/ndp_base.yaml,memory/20260722/001_figure14_final_recall_gt0895_completion/logs/formal/formal_k10_pubmed_ndp_base_ef0320_npq1000_stats.yml,fd97c42038a80d2113582408c62946172f584c99f01114048042f76a5e58fffc,latest_recall_gt0895:completion,simulator/run_case/figure14_recall_gt0895/configs/final/k10/pubmed/ndp_base.yaml,,
k10,pubmed,ndp_fpma,320,NA,1000,263940372,9092.962860566098,0.9022,derived_copy_from_ndp_base,ndp_base,simulator/run_case/figure14_recall_gt0895/configs/final/k10/pubmed/ndp_fpma.yaml,memory/20260722/001_figure14_final_recall_gt0895_completion/logs/formal/formal_k10_pubmed_ndp_base_ef0320_npq1000_stats.yml,fd97c42038a80d2113582408c62946172f584c99f01114048042f76a5e58fffc,latest_recall_gt0895:cancelled_fpma_fallback,simulator/run_case/figure14_recall_gt0895/configs/final/k10/pubmed/ndp_fpma.yaml,,direct_ndp_fpma_cancelled;copied_from=latest_ndp_base
k10,pubmed,ndp_et,220,700,1000,113729172,21102.765084757673,0.904,measured_reused,ndp_et,simulator/run_case/figure14_recall_gt0895/configs/final/k10/pubmed/ndp_et.yaml,simulator/run_case/figure14_recall_gt0895/provenance/reused_results/k10/pubmed/ndp_et/stats.yml,f2a5d4861d73a547d3420faee1498ce9b58803be9207b7e0f9c104120fcca548,latest_recall_gt0895:reused,simulator/run_case/figure14_recall_gt0895/configs/final/k10/pubmed/ndp_et.yaml,,
k10,pubmed,mfnns,220,700,1000,101613372,23618.938657010614,0.904,measured_completion,mfnns,simulator/run_case/figure14_recall_gt0895/configs/final/k10/pubmed/mfnns.yaml,memory/20260722/001_figure14_final_recall_gt0895_completion/logs/formal/formal_k10_pubmed_mfnns_ef0220_q0700_npq1000_stats.yml,3202be06d73e0ef9a712e249a078e48058a52968735bfbd9e1c57a9c172864b9,latest_recall_gt0895:completion,simulator/run_case/figure14_recall_gt0895/configs/final/k10/pubmed/mfnns.yaml,,
